"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Granjon and Cheylan 1990","ES60","CC21","Provance ","Bagaud","Mammals","Rodentia","Muridae","Rattus rattus","Rattus rattus","Rattus rattus","Omn","Both","CBL",201.979750049485,262.26142914063,9.00848650455448,10.2149965835956,20,20,0.261174382319597,0.000175316034396507,6.3628,43.0137,2.30530783042382,-0.346787486224656,0.875119165462568,0.60297421875,-1.96512730130185,15.4641494750977,2.69982304346984,2.86642912061118,"","Island rule","SP14"
"Heaney 1978","ES61","CC23","Malay Peninsula","Bangka","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,565.077544766193,21.9449723938861,6.2482513326716,17,5,0.0795768724535889,0.00012847479696717,106.06,-2.25,2.71754825291283,4.0542299098634,1.07191881036381,0.62378046875,-1.52119456474448,26.7531337738037,1.48947894537455,3.42496748765898,"","Island rule","SP15"
"Heaney 1978","ES62","CC23","Malay Peninsula","Borneo","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,422.62189355518,21.9449723938861,14.7270085968848,17,128,-0.210908186005506,0.000113508567633894,114,1,2.71754825291283,5.87113141195379,2.71600417881569,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,"","Island rule","SP15"
"Heaney 1978","ES63","CC23","Malay Peninsula","Karimata","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,382.04133479538,21.9449723938861,15.0496180216657,17,14,-0.311857287625758,0.000214863321699193,108.895,-1.606,2.71754825291283,2.19865708695442,1.77815848856469,0.689898193359375,-1.73097807331597,26.2880706787109,1.52303515947739,3.49422000758004,"","Island rule","SP15"
"Heaney 1978","ES64","CC23","Malay Peninsula","Karimunbesar (Karimon)","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,449.640336936466,21.9449723938861,13.2332582005121,17,12,-0.148938084708589,0.000176202686147731,103.368,1.051,2.71754825291283,2.11727129565576,1.31808421400326,0.505011083984375,-1.99276367907326,26.9040775299072,1.53608146474669,3.3407236217032,"","Island rule","SP15"
"Heaney 1978","ES65","CC23","Malay Peninsula","Kundur","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,546.291560363956,21.9449723938861,10.4565227077954,17,5,0.0457667299126909,0.000177296827329931,103.434,0.77,2.71754825291283,2.48287358360875,1.64148402579004,0.701740869140625,-1.43487088395431,26.9534015655518,1.53545714176044,3.34615730223201,"","Island rule","SP15"
"Heaney 1978","ES66","CC23","Malay Peninsula","Mendanau","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,390.864639118257,21.9449723938861,8.54031774059832,17,7,-0.289024788115244,0.000172223890887687,107.414,-2.892,2.71754825291283,1.9731278535997,2.15533907447879,0.671751953125,-1.53464574462295,26.6533145904541,1.47938313086693,3.43509070493839,"","Island rule","SP15"
"Heaney 1978","ES67","CC23","Malay Peninsula","Panebangan","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,333.057127620988,21.9449723938861,7.05895663390688,17,9,-0.449072066965037,0.000153933418107677,109.253,-1.22,2.71754825291283,1.41497334797082,1.49137570310773,0.699338232421875,-1.41198742305848,26.5149097442627,1.53343773349177,3.50768724638527,"","Island rule","SP15"
"Heaney 1978","ES68","CC23","Malay Peninsula","Pelapis","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,357.227740232235,21.9449723938861,7.40117043932752,17,3,-0.379012590437517,0.000247105252775774,109.243,-1.219,2.71754825291283,0.698970004336019,1.47713573096112,0.699338232421875,-1.41198742305848,26.5149097442627,1.53343773349177,3.50768724638527,"","Island rule","SP15"
"Heaney 1978","ES69","CC23","Malay Peninsula","Penjalei","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,598.946839695722,21.9449723938861,20.969692418231,17,4,0.137786749106824,0.000410463364496262,103.22,0.603,2.71754825291283,2.44715803134222,0.544192110765033,0.63715048828125,-1.84802766395726,26.9275684356689,1.54155033639149,3.34225483351808,"","Island rule","SP15"
"Heaney 1978","ES70","CC23","Malay Peninsula","Rupat","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,576.426405389766,21.9449723938861,10.2286386168979,17,11,0.0994615773044519,0.000132647511484788,101.585,1.898,2.71754825291283,3.17318626841227,0.602168551378997,0.622292626953125,-1.57885115147145,27.0681781768799,1.52878305542909,3.39623183586874,"","Island rule","SP15"
"Heaney 1978","ES71","CC23","Malay Peninsula","Saint Barbe","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,233.642650755802,21.9449723938861,8.86271765850675,17,11,-0.803593282070517,0.000234830647958135,107.219,0.119,2.71754825291283,1,2.26482018329922,0.5972095703125,-1.72717668092781,26.9590625762939,1.63888394390051,3.42827790949581,"","Island rule","SP15"
"Heaney 1978","ES72","CC23","Malay Peninsula","Serasan","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,273.95427217867,21.9449723938861,5.82713129465698,17,4,-0.644424894047546,0.000217129904366059,109.038,2.517,2.71754825291283,1.66275783168157,1.82086454972976,0.437064306640625,-1.49275067821112,27.1020317077637,1.79481022081471,3.47344316632605,"","Island rule","SP15"
"Heaney 1978","ES73","CC23","Malay Peninsula","Sumatra","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,506.10531021888,21.9449723938861,14.8985891993448,17,36,-0.0306413260539849,0.000128093526347343,101.6,-0.4,2.71754825291283,5.67541811271593,1.82608128465965,0.775979541015625,-1.33359423265362,25.9305744171143,1.51943769766952,3.39226356385173,"","Island rule","SP15"
"Heaney 1978","ES74","CC23","Malay Peninsula","Temaju","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,396.976761150649,21.9449723938861,6.04677682596558,17,3,-0.273508353819662,0.000181360495369153,108.8519,0.498,2.71754825291283,0.698970004336019,0.699056854547668,0.64309287109375,-1.58024113500281,27.0848960876465,1.59131584328867,3.42111012979343,"","Island rule","SP15"
"Heaney 1978","ES75","CC23","Malay Peninsula","Wai","Mammals","Rodentia","Sciuridae","Callosciurus prevostii","Callosciurus prevostii","Callosciurus prevostii","Omn","Unsexed","Length",521.853082255084,345.005808480387,21.9449723938861,16.1588000861736,17,2,-0.413824843584416,0.00120084198344916,107.4018,1.097,2.71754825291283,0.602059991327962,2.20949088640118,0.361993872070313,-1.26011098788336,26.9748859405518,1.70065606619815,3.42436541551804,"","Island rule","SP15"
"Kim et al. 2015","ES76","CC24","Mainland Asia (Korea, Russia, China)","Hokkaido","Mammals","Carnivora","Canidae","Nyctereutes procyonoides","Nyctereutes procyonoides","Nyctereutes procyonoides","Omn","Unsexed","CBL",5041.21894727825,4434.74370480262,204.482725434471,128.473906697836,148,42,-0.128178082589688,3.10990259368418e-05,141.934,43.224,3.70253555987216,4.89493050903342,1.25529663190434,0.461188916015625,-1.81423384505817,6.3526086807251,2.99225655150984,3.08674128033373,"","Island rule","SP16"
"Kim et al. 2015","ES77","CC24","Mainland Asia (Korea, Russia, China)","Honshu","Mammals","Carnivora","Canidae","Nyctereutes procyonoides","Nyctereutes procyonoides","Nyctereutes procyonoides","Omn","Unsexed","CBL",5041.21894727825,4159.76316957177,204.482725434471,155.015097872338,148,85,-0.19218976519869,2.74545514489511e-05,138.027,35.944,3.70253555987216,5.35785864830179,2.23804861349427,0.664703369140625,-2.02160471192796,9.9694299697876,2.90812974214736,3.22694510136369,"","Island rule","SP16"
"Kim et al. 2015","ES78","CC24","Mainland Asia (Korea, Russia, China)","Shikoku","Mammals","Carnivora","Canidae","Nyctereutes procyonoides","Nyctereutes procyonoides","Nyctereutes procyonoides","Omn","Unsexed","CBL",5041.21894727825,3655.5387313943,204.482725434471,116.501378787937,148,47,-0.321404429389491,3.27271506230447e-05,134.095,33.854,3.70253555987216,4.2733485687491,0.919130413860614,0.737541748046875,-1.81844145831815,14.3960962295532,2.88501752549831,3.31499994259578,"","Island rule","SP16"
"Krystufek et al. 2009","ES79","CC25","Adriatic coast","Lokrum","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus","Inver","Unsexed","CBL",936.055929014338,936.055929014338,46.4026872162704,43.8414086216175,14,5,0,0.000614259370794217,18.12066439,42.62756735,2.97130179845674,-0.173925197299174,-0.17979854051436,0.5288443359375,-1.96501790885787,15.2343301773071,2.81647967823543,3.07386126455869,"","Island rule","SP17"
"Krystufek et al. 2009","ES80","CC25","Adriatic coast","Mljet","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus","Inver","Unsexed","CBL",936.055929014338,738.122972953268,46.4026872162704,34.5709587079082,14,6,-0.237564787175675,0.000541138029796752,17.54632445,42.7459754,2.97130179845674,1.9912703891951,0.892706637805666,0.70976884765625,-2.04508895549477,16.0999240875244,2.78661258348947,2.96433036794834,"","Island rule","SP17"
"Krystufek et al. 2009","ES81","CC25","Adriatic coast","Vis","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus","Inver","Unsexed","CBL",936.055929014338,630.56056778002,46.4026872162704,29.5331322155426,14,9,-0.39506601402886,0.00041926912813431,16.1485,43.04,2.97130179845674,1.95438725014451,1.64346254670316,0.6200751953125,-2.04242929709057,15.9367341995239,2.77060942519825,2.77735433078815,"","Island rule","SP17"
"Krystufek et al. 2009, Giagia 1977","ES82","CC26","Greek mainland","Bozcaada","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus","Inver","Unsexed","CBL",919.426172209093,578.904529615503,45.578307625695,27.1137538357388,76,3,-0.46261217400965,0.000763548127702705,26.039,39.8261,2.96351686213368,1.57518784492766,2.39102513443248,0.4155423828125,-1.85148832272161,15.7518892288208,2.81061313615667,2.74968221292061,"","Island rule","SP17"
"Krystufek et al. 2009, Giagia 1977","ES83","CC26","Greek mainland","Crete","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus","Inver","Unsexed","CBL",919.426172209093,608.341369176464,45.578307625695,28.4924668717003,76,12,-0.413013562719126,0.000215138070221715,24.809,35.24,2.96351686213368,3.92095770595545,1.97772817678565,0.435116796875,-1.89755297809369,16.6652584075928,2.75434222220437,2.86175301314758,"","Island rule","SP17"
"Krystufek et al. 2009, Giagia 1977","ES84","CC26","Greek mainland","Kefallinia (Cephalonia)","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus","Inver","Unsexed","CBL",919.426172209093,802.679497995799,45.578307625695,37.5945483309787,76,3,-0.135794246077514,0.000763548127702705,20.5973,38.2035,2.96351686213368,2.89575394207373,1.56821346159708,0.50001923828125,-2.0912795069462,14.4830636978149,2.78414421395242,2.97827184718407,"","Island rule","SP17"
"Krystufek et al. 2009, Giagia 1977","ES85","CC26","Greek mainland","Naxos","Mammals","Eulipotyphla","Soricidae","Erinaceus roumanicus","Erinaceus roumanicus","Erinaceus roumanicus","Inver","Unsexed","CBL",919.426172209093,550.55322041816,45.578307625695,25.7858830398267,76,3,-0.512826121586727,0.000763548127702705,25.479,37.0689,2.96351686213368,2.64345267648619,2.11394669302077,0.43381201171875,-2.03381861568555,17.2552661895752,2.76222014506027,2.68329925114041,"","Island rule","SP17"
"Krzanowski 1967","ES86","CC27","Sumatra","Nias","Mammals","Chiroptera","Pteropodidae","Cynopterus horsfieldii","Cynopterus horsfieldii","Cynopterus horsfieldii","Herb","Unsexed","Skull",109.704295206456,144.593737340314,0.652378978506837,2.10385746361486,2,2,0.276139477923737,0.000123534764820356,97.55,1.1,2.04022363165807,3.61504360762831,2.02938783649318,0.718591748046875,-1.60108413798725,26.3417892456055,1.57856552200605,3.51275183137029,"","Island rule","SP18"
"Krzanowski 1967","ES87","CC28","Cameroon","Bioko","Mammals","Chiroptera","Pteropodidae","Myonycteris angolensis","Lissonycteris angolensis","Lissonycteris angolensis","Herb","Unsexed","Skull",166.850404797616,160.448581018444,2.96395190832128,1.97168156773908,20,37,-0.039124107556294,1.98595263123652e-05,8.7,3.5,2.22232726463874,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"","Island rule","SP19"
"Kubo and Takatsuki 2015","ES88","CC29","Honshu","Hokkaido","Mammals","Cetartiodactyla","Cervidae","Cervus nippon","Cervus nippon","Cervus nippon","Herb","Both","Weight",52475.749998075,99903.2362459547,2601.35718189824,4679.09925798227,400,309,0.643850921896084,1.32427556884722e-05,141.934,43.224,4.71995865435682,4.89493050903342,1.25529663190434,0.461188916015625,-1.81423384505817,6.3526086807251,2.99225655150984,3.08674128033373,"","Island rule","SP20"
"Kubo and Takatsuki 2015","ES89","CC29","Honshu","Kyushu","Mammals","Cetartiodactyla","Cervidae","Cervus nippon","Cervus nippon","Cervus nippon","Herb","Both","Weight",52475.749998075,47294.9152542373,2601.35718189824,2215.11946147187,400,118,-0.103948368279183,2.47337678083634e-05,131.3333,33,4.71995865435682,4.56489084517638,-0.045275209020937,0.742241845703125,-2.06316151198134,14.0496435165405,2.88731074522209,3.39533360382983,"","Island rule","SP20"
"Kubo and Takatsuki 2015","ES90","CC29","Honshu","Miyajima (Itsukushima)","Mammals","Cetartiodactyla","Cervidae","Cervus nippon","Cervus nippon","Cervus nippon","Herb","Female","Weight",44332.669,89000,2197.68382348223,4168.43187076719,251,32,0.696914515253177,7.83418490071634e-05,132.308,34.2697,4.64672387831218,1.48273070007994,-0.17979854051436,0.6395251953125,-1.94145514950076,15.476731300354,2.89963210665779,3.25280451559384,"","Island rule","SP20"
"Kubo and Takatsuki 2015","ES91","CC29","Honshu","Nakajima","Mammals","Cetartiodactyla","Cervidae","Cervus nippon","Cervus nippon","Cervus nippon","Herb","Female","Weight",44332.669,59400,2197.68382348223,2782.07700138844,251,14,0.292572371889637,0.000166479179673751,140.853,42.601,4.64672387831218,0.685741738602264,0.431524584187451,0.4754974609375,-1.79821165349742,7.08362865447998,2.96634288320048,3.12788518973953,"","Island rule","SP20"
"Kubo and Takatsuki 2015","ES92","CC29","Honshu","Shodoshima","Mammals","Cetartiodactyla","Cervidae","Cervus nippon","Cervus nippon","Cervus nippon","Herb","Both","Weight",52475.749998075,48703.3333333333,2601.35718189824,2281.08457167713,400,60,-0.0746036840722411,4.27042668670625e-05,134.2902,34.51,4.71995865435682,2.18554215485438,1.04925679723223,0.598874951171875,-1.99146262503111,14.6380214691162,2.90809692364485,3.17423429784214,"","Island rule","SP20"
"Kubo and Takatsuki 2015","ES93","CC29","Honshu","Tsushima","Mammals","Cetartiodactyla","Cervidae","Cervus nippon","Cervus nippon","Cervus nippon","Herb","Both","Weight",52475.749998075,57352.6315789474,2601.35718189824,2686.185812877,400,57,0.0888675707282768,4.46285126827853e-05,129.3333,34.4167,4.71995865435682,2.84385542262316,1.6989786901388,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,"","Island rule","SP20"
"Lawlor 1982","ES94","CC30","Cape Region, Baja California Sur","Cerralvo","Mammals","Rodentia","Heteromyidae","Chaetodipus arenarius","Perognathus arenarius","Perognathus arenarius","Herb","Both","Length",16.7354180169918,16.9911628528827,0.998737664139853,1.08783818410366,46,35,0.0151660637547068,0.000194538831079951,-109.871,24.227,1.22363656462959,2.14665507334097,0.941063988219902,0.25814951171875,-1.49338106749834,22.4731674194336,2.66779481859254,2.46671936263167,"","Island rule","SP21"
"Lawlor 1982","ES95","CC30","Cape Region, Baja California Sur","Magdalena","Mammals","Rodentia","Heteromyidae","Chaetodipus arenarius","Perognathus arenarius","Perognathus arenarius","Herb","Both","Length",16.7354180169918,17.898062674181,0.998737664139853,0.915293331692293,46,9,0.0671651635381359,0.000368003552005687,-112.114,25.345,1.22363656462959,2.46239799789896,0.000434077479318593,0.366647485351562,-1.92945526699252,19.6002502441406,2.54950671981361,2.04672922464681,"","Island rule","SP21"
"Lawlor 1982","ES96","CC30","Cape Region, Baja California Sur","Santa Margarita","Mammals","Rodentia","Heteromyidae","Chaetodipus arenarius","Perognathus arenarius","Perognathus arenarius","Herb","Both","Length",16.7354180169918,16.0463087328799,0.998737664139853,1.20854041035532,46,9,-0.0420484753235898,0.000707697576947926,-111.826,24.439,1.22363656462959,2.36361197989214,0.845160077651946,0.158590576171875,-1.66806809268657,21.0677433013916,2.57415820114387,1.89475901294857,"","Island rule","SP21"
