"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","Paired","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Garcia-Porta et al. 2015","Oman","Socotra","Reptiles","Squamata","Gekkonidae","Hemidactylus minutus","Hemidactylus minutus","Hemidactylus homoeolepis","","unsexed","SVL",28.59333333,37.06829268,3.329174417,4.082673084,30,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.595,12.495,3.55711001984456,2.36530262140015,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","Phylogeny: Garcia-Porta, J., Šmíd, J., Sol, D., Fasola, M., & Carranza, S. (2016). Testing the island effect on phenotypic diversification: insights from the Hemidactylus geckos of the Socotra Archipelago. Scientific Reports, 6(1), 1-12.","Island rule","Yes",0.173074157714844,0.00703007659912109,24.6090717315674,142.774353027344,103.319999694824,0.202597534179688,0.0100338264465332,24.9122791290283,137.210708618164,111.591537475586,0.169950134277344,0.0117343643188477,24.7923889160156,144.386505126953,100.224868774414,0.202597534179688,-1.95727385143734,24.9122791290283,2.13738800723291,2.04763126120543,NA,28.59333333,37.06829268,3.329174417,4.082673084
"Hawlitschek et al 2012, Vences et al. 2004","Madagascar","Anjouan","Reptiles","Squamata","Lamprophiidae","Lycodryas granuliceps","Lycodryas granuliceps","Lycodryas maculatus","Carnivorous","Both","SVL",629,650.666666666667,260.21,134.777841893766,5,6,NA,NA,NA,NA,NA,NA,583.25,785.5,87.56093117,115.2584053,4,2,44.443,-12.211,2.62736585659273,2.59439365544904,"LOG10(Weight, g)= LOG10(SVL, mm)*3.232-7.092, Feldman et al 2015","","Island rule","No",0.74896806640625,0.0168266937255859,21.909423828125,117.359245300293,1902.55004882812,0.70015390625,0.0137287521362305,24.3841209411621,122.035858154297,1800.94555664062,0.637313134765625,0.0190365951538086,24.3873901367188,121.911392211914,1781.4208984375,0.74896806640625,-1.74892919691896,21.909423828125,2.06951730803553,3.27933609022263,NA,629,650.666666666667,260.21,134.777841893766
"Hawlitschek et al 2012, Vences et al. 2004","Madagascar","Grande Comore","Reptiles","Squamata","Lamprophiidae","Lycodryas granuliceps","Lycodryas granuliceps","Lycodryas cococola","Carnivorous","Both","SVL",629,588.941176464706,260.21,58.8116385017582,5,17,NA,NA,NA,NA,NA,NA,591.2,585.7142857,57.22043147,65.51008646,10,7,43.3333,-11.5833,3.00556657113329,2.46239949546355,"LOG10(Weight, g)= LOG10(SVL, mm)*3.232-7.092, Feldman et al 2015","","Island rule","No",0.706544921875,0.0118704750061035,23.5489959716797,115.072158813477,2326.75,0.690142041015625,0.0146202728271484,23.3300247192383,129.271255493164,2342.05126953125,0.62259765625,0.0202074569702148,23.6842937469482,125.726097106934,2328.6572265625,0.690142041015625,-1.80631138490876,23.3300247192383,2.11150196673257,3.36959639792285,NA,629,588.941176464706,260.21,58.8116385017582
"Hawlitschek et al 2012, Vences et al. 2004","Madagascar","Mayotte","Reptiles","Squamata","Lamprophiidae","Lycodryas granuliceps","Lycodryas granuliceps","Lycodryas maculatus","Carnivorous","Both","SVL",629,602.571428557143,260.21,87.6010980845247,5,7,NA,NA,NA,NA,NA,NA,619.25,580.3333333,105.6389291,70.59981114,4,3,45.152,-12.801,2.57403126772772,2.47712270236552,"LOG10(Weight, g)= LOG10(SVL, mm)*3.232-7.092, Feldman et al 2015","","Island rule","No",0.721075146484375,0.0155424530029297,25.0633850097656,128.529418945312,1406.13000488281,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,NA,629,602.571428557143,260.21,87.6010980845247
"Hawlitschek et al 2012, Vences et al. 2004","Madagascar","Moheli","Reptiles","Squamata","Lamprophiidae","Lycodryas granuliceps","Lycodryas granuliceps","Lycodryas cococola","Carnivorous","Both","SVL",629,682.636363618182,260.21,126.105727631972,5,11,NA,NA,NA,NA,NA,NA,781.3333333,564.2,32.95249105,79.0803389,6,5,43.7,-12.3,2.33343014421415,2.65801235114943,"LOG10(Weight, g)= LOG10(SVL, mm)*3.232-7.092, Feldman et al 2015","","Island rule","No",0.767931640625,0.011578288269043,24.5389995574951,131.545455932617,2035.44995117188,0.625960009765625,0.0311397216796875,24.7454986572266,134.241973876953,1996.62438964844,0.617914599609375,0.0351794097900391,24.7454986572266,134.241973876953,1996.62438964844,0.767931640625,-1.90037845633827,24.5389995574951,2.1190758505405,3.3086604281612,NA,629,682.636363618182,260.21,126.105727631972
"Hawlitschek et al 2012, Ziegler et al 1996","Madagascar","Mayotte","Reptiles","Squamata","Lamprophiidae","Liophidium torquatum","Liophidium torquatum","Liophidium mayottensis","Carnivorous","Both","SVL",327.5,594.25,10.607,108.971481290159,2,8,NA,NA,NA,NA,NA,NA,620.5,568,43.867,154.745,4,4,45.152,-12.801,2.57403126772772,2.47712270236552,"LOG10(Weight, g)= LOG10(SVL, mm)*3.232-7.092, Feldman et al 2015","","Island rule","No",0.721075146484375,0.0155424530029297,25.0633850097656,128.529418945312,1406.13000488281,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,NA,327.5,594.25,10.607,108.971481290159
"Hernández-Salinas et al. 2014","Jalisco, Mexico","San Pancho/Isla La Colorada","Reptiles","Squamata","Dactyloidae","Anolis nebulosus","Anolis nebulosus","Anolis nebulosus","","Both","SVL",38.3278145695364,48.1919463087248,1.26383080813983,4.7989930922723,151,149,38.3,38.4,0.386291341,2.333066651,109,42,51.8,43.4,2.581472448,2.08,85,64,-105.093,19.539,-1.65757731917779,-0.0083309926200515,"LOG10(Weight, g)= LOG10(SVL, mm)*2.942-4.574, Feldman et al 2015","","Island rule","Yes",0.644506396484375,0.0324362823486328,25.3336505889893,208.811477661133,966.179992675781,0.63359189453125,0.0253370788574219,25.161642074585,220.910491943359,891.557922363281,0.627165478515625,0.0244539016723633,25.1858501434326,220.365142822266,894.220947265625,0.644506396484375,-1.47578201607839,25.3336505889893,2.31975436668605,2.9850580400223,NA,38.3278145695364,48.1919463087248,1.26383080813983,4.7989930922723
"Hernández-Salinas et al. 2014","Xametla, Mexico","Cocinas","Reptiles","Squamata","Teiidae","Aspidoscelis lineattissima","Aspidoscelis lineattissima","Aspidoscelis lineattissima","Carnivorous","Both","SVL",77.4323529411765,78.8090909090909,9.67409035858468,7.76893869144889,68,66,78.2,76.4,11.2409964,7.108417545,39,29,82.9,73.9,7.92,3.724513391,36,30,-105.105,19.548,-0.494850021680094,0.33665982345442,"LOG10(Weight, g)= LOG10(SVL, mm)*3.110-4.747, Feldman et al 2015","","Island rule","Yes",0.57930107421875,0.0278920471191406,25.5242710113525,220.420501708984,864.210021972656,0.63359189453125,0.0253370788574219,25.161642074585,220.910491943359,891.557922363281,0.627165478515625,0.0244539016723633,25.1858501434326,220.365142822266,894.220947265625,0.57930107421875,-1.53922168553381,25.5242710113525,2.34325198657263,2.93661929838135,NA,77.4323529411765,78.8090909090909,9.67409035858468,7.76893869144889
"How et al. 2020, Donnellan et al. 2000","W Australia","East Wallabi","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus marmoratus","","Both","SVL",45.6,40.23,3.6,3.946,111,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.7265,-28.4359,0.506505032404872,1.74037058568577,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","No",0.24894345703125,0.0147980316162109,NA,NA,NA,0.197299890136719,0.0327266876220703,21.375,281.140106201172,390,0.178922412109375,0.0354373657226563,21.1591148376465,283.200866699219,380.649993896484,0.24894345703125,-1.80139702136659,21.1591148376465,2.45209457812124,2.58052582716565,NA,45.6,40.23,3.6,3.946
"How et al. 2020, Donnellan et al. 2000","W Australia","Gun","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus marmoratus","","Both","SVL",45.6,46.51,3.6,4.136,111,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.8595,-28.8861,-0.744727494896694,1.84942555653255,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","No",NA,NA,NA,NA,NA,0.0686575500488281,0.0517014465332031,21.0871524810791,283.887786865234,377.533325195312,0.178922412109375,0.0354373657226563,21.1591148376465,283.200866699219,380.649993896484,0.178922412109375,-1.43845302833648,21.1591148376465,2.45209457812124,2.58052582716565,NA,45.6,46.51,3.6,4.136
"How et al. 2020, Donnellan et al. 2000","W Australia","Murray","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus marmoratus","","Both","SVL",45.6,42.71,3.6,3.573,111,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.8967,-28.8968,0.6232492903979,1.82911714696074,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","No",NA,NA,NA,NA,NA,0.0686575500488281,0.0517014465332031,21.0871524810791,283.887786865234,377.533325195312,0.178922412109375,0.0354373657226563,21.1591148376465,283.200866699219,380.649993896484,0.178922412109375,-1.43845302833648,21.1591148376465,2.45209457812124,2.58052582716565,NA,45.6,42.71,3.6,3.573
"How et al. 2020, Donnellan et al. 2000","W Australia","North (Houtman Abrolhos)","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus marmoratus","","Both","SVL",45.6,42.02,3.6,4.004,111,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.5976,-28.299,0.257678574869184,1.86694271763019,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","No",0.135723791503906,0.0231643936157227,NA,NA,NA,0.197299890136719,0.0327266876220703,21.375,281.140106201172,390,0.178922412109375,0.0354373657226563,21.1591148376465,283.200866699219,380.649993896484,0.135723791503906,-1.61682409862772,21.1591148376465,2.45209457812124,2.58052582716565,NA,45.6,42.02,3.6,4.004
"How et al. 2020, Donnellan et al. 2000","W Australia","Oystercatcher","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus marmoratus","","Both","SVL",45.6,43.34,3.6,3.558,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.7153,-28.4626,-1.33724216831843,1.88536687487076,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","No",0.24894345703125,0.0147980316162109,NA,NA,NA,0.197299890136719,0.0327266876220703,21.375,281.140106201172,390,0.178922412109375,0.0354373657226563,21.1591148376465,283.200866699219,380.649993896484,0.24894345703125,-1.80139702136659,21.1591148376465,2.45209457812124,2.58052582716565,NA,45.6,43.34,3.6,3.558
"How et al. 2020, Donnellan et al. 2000","W Australia","Pigeon","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus marmoratus","","Both","SVL",45.6,42.33,3.6,3.552,111,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.7272,-28.455,-1.36653154442041,1.87239521470664,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","No",0.24894345703125,0.0147980316162109,NA,NA,NA,0.197299890136719,0.0327266876220703,21.375,281.140106201172,390,0.178922412109375,0.0354373657226563,21.1591148376465,283.200866699219,380.649993896484,0.24894345703125,-1.80139702136659,21.1591148376465,2.45209457812124,2.58052582716565,NA,45.6,42.33,3.6,3.552
"How et al. 2020, Donnellan et al. 2000","W Australia","Rat","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus marmoratus","","Both","SVL",45.6,43.79,3.6,3.616,111,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.595539,-28.300004,-0.214670164989233,1.77649052186763,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","No",NA,NA,NA,NA,NA,0.197299890136719,0.0327266876220703,21.375,281.140106201172,390,0.178922412109375,0.0354373657226563,21.1591148376465,283.200866699219,380.649993896484,0.178922412109375,-1.43845302833648,21.1591148376465,2.45209457812124,2.58052582716565,NA,45.6,43.79,3.6,3.616
"How et al. 2020, Donnellan et al. 2000","W Australia","Seagull","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus marmoratus","","Both","SVL",45.6,43.37,3.6,4.092,111,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.7168,-28.4573,-1.11350927482752,1.77034381069972,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","No",0.24894345703125,0.0147980316162109,NA,NA,NA,0.197299890136719,0.0327266876220703,21.375,281.140106201172,390,0.178922412109375,0.0354373657226563,21.1591148376465,283.200866699219,380.649993896484,0.24894345703125,-1.80139702136659,21.1591148376465,2.45209457812124,2.58052582716565,NA,45.6,43.37,3.6,4.092
"How et al. 2020, Donnellan et al. 2000","W Australia","West Wallabi","Reptiles","Squamata","Gekkonidae","Christinus marmoratus","Christinus marmoratus","Christinus marmoratus","","Both","SVL",45.6,40.09,3.6,3.558,111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.6946,-28.463,0.79309160017658,1.77815848856469,"LOG10(Weight, g)= LOG10(SVL, mm)*2.761-4.242, Feldman et al 2015","","Island rule","No",0.296299951171875,0.0202544250488281,NA,NA,NA,0.197299890136719,0.0327266876220703,21.375,281.140106201172,390,0.178922412109375,0.0354373657226563,21.1591148376465,283.200866699219,380.649993896484,0.296299951171875,-1.6725506385914,21.1591148376465,2.45209457812124,2.58052582716565,NA,45.6,40.09,3.6,3.558
"Jessop et al 2006","Komodo ","Gili Motang","Reptiles","Squamata","Varanidae","Varanus komodoensis","Varanus komodoensis","Varanus komodoensis","","Unknown","Weight",23470,7890,23587.24,5316.99,226,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.787,-8.808,1.47712125471966,1.53149169022153,"Weight","","Island rule","Yes",0.673016943359375,0.0257262573242188,26.2883205413818,62.7642974853516,1673.5,0.60119560546875,0.0198787231445313,26.4544773101807,63.6203804016113,1624.90698242188,0.512440185546875,0.0236312927246094,26.5965213775635,63.443058013916,1475.35961914062,0.673016943359375,-1.57306185445873,26.2883205413818,1.79771267217234,3.2236257166938,NA,23470,7890,23587.24,5316.99
"Jessop et al 2006","Komodo ","Nusa Kode","Reptiles","Squamata","Varanidae","Varanus komodoensis","Varanus komodoensis","Varanus komodoensis","","Unknown","Weight",23470,10830,23587.24,6274.85,226,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.654,-8.8,0.870988813760575,1.30105170984523,"Weight","","Island rule","Yes",0.66269716796875,0.0223435623168945,26.1381912231445,63.5488586425781,1696.5,0.60119560546875,0.0198787231445313,26.4544773101807,63.6203804016113,1624.90698242188,0.512440185546875,0.0236312927246094,26.5965213775635,63.443058013916,1475.35961914062,0.66269716796875,-1.63183286823419,26.1381912231445,1.80310775489504,3.22955386398114,NA,23470,10830,23587.24,6274.85
"Jessop et al 2006","Komodo ","Rinca","Reptiles","Squamata","Varanidae","Varanus komodoensis","Varanus komodoensis","Varanus komodoensis","","Unknown","Weight",23470,20940,23587.24,17764.76,226,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.66,-8.735,2.30588853028431,-0.521433504406157,"Weight","","Island rule","Yes",0.6195763671875,0.0216822616577148,26.4730834960938,64.383544921875,1619.5,0.60119560546875,0.0198787231445313,26.4544773101807,63.6203804016113,1624.90698242188,0.512440185546875,0.0236312927246094,26.5965213775635,63.443058013916,1475.35961914062,0.6195763671875,-1.64431364393721,26.4730834960938,1.80877488501852,3.2093809523462,NA,23470,20940,23587.24,17764.76
"Keehn et al 2013","Mainland Pyramid Lake","Anaho Island (Lake)","Reptiles","Squamata","Teiidae","Aspidoscelis tigris","Aspidoscelis tigris","Aspidoscelis tigris","Carnivorous","Both","SVL",80.4944622222222,74.73334,10.5215703913657,7.53588665225509,180,45,80.5385,80.4342,10.73,10.3,104,76,76.5263,73.4231,6.85,7.87,19,26,-119.5131,39.9513,0.409933123331295,0.000434077479318593,"LOG10(Weight, g)= LOG10(SVL, mm)*3.110-4.747, Feldman et al 2015","","Island rule","Yes",0.11385830078125,0.00724554214477539,11.3124732971191,726.707092285156,223.850006103516,0.2122453125,0.0186020446777344,9.62491607666016,768.85498046875,282.038391113281,0.211143872070313,0.0179106140136719,9.9531192779541,788.596496582031,257.839111328125,0.11385830078125,-2.08378078419851,11.3124732971191,2.86135939870334,2.34995711056098,NA,80.4944622222222,74.73334,10.5215703913657,7.53588665225509
"Keehn et al 2013","Mainland Pyramid Lake","Anaho Island (Lake)","Reptiles","Squamata","Phrynosomatidae","Callisaurus draconoides","Callisaurus draconoides","Callisaurus draconoides","","Both","SVL",67.4396126934984,70.6282076923077,9.59161683522233,8.8262760707472,323,39,69.8223,63.7143,9.89,7.79,197,126,74,67.7381,6.32,9.75,18,21,-119.5131,39.9513,0.409933123331295,0.000434077479318593,"LOG10(Weight, g)= LOG10(SVL, mm)*2.677-3.855, Feldman et al 2015","","Island rule","Yes",0.11385830078125,0.00724554214477539,11.3124732971191,726.707092285156,223.850006103516,0.2122453125,0.0186020446777344,9.62491607666016,768.85498046875,282.038391113281,0.211143872070313,0.0179106140136719,9.9531192779541,788.596496582031,257.839111328125,0.11385830078125,-2.08378078419851,11.3124732971191,2.86135939870334,2.34995711056098,NA,67.4396126934984,70.6282076923077,9.59161683522233,8.8262760707472
"Keehn et al 2013","Mainland Pyramid Lake","Anaho Island (Lake)","Reptiles","Squamata","Viperidae","Crotalus oreganus","Crotalus oreganus","Crotalus oreganus","","Both","SVL",707.290511627907,554.07984,126.55820750262,63.340656199726,86,75,749.339,628.8,107.42,123.59,56,30,565.304,536.276,69.41,48.22,46,29,-119.5131,39.9513,0.409933123331295,0.000434077479318593,"LOG10(Weight, g)= LOG10(SVL, mm)*2.655-5.165, Feldman et al 2015","","Island rule","Yes",0.11385830078125,0.00724554214477539,11.3124732971191,726.707092285156,223.850006103516,0.2122453125,0.0186020446777344,9.62491607666016,768.85498046875,282.038391113281,0.211143872070313,0.0179106140136719,9.9531192779541,788.596496582031,257.839111328125,0.11385830078125,-2.08378078419851,11.3124732971191,2.86135939870334,2.34995711056098,NA,707.290511627907,554.07984,126.55820750262,63.340656199726
"Keehn et al 2013","Mainland Pyramid Lake","Anaho Island (Lake)","Reptiles","Squamata","Phrynosomatidae","Sceloporus occidentalis","Sceloporus occidentalis","Sceloporus occidentalis","","Both","SVL",69.5801471698113,76.4482827586207,11.125016725719,7.43011961022111,212,29,69.9016,69.1444,10.9,11.47,122,90,76,78.1667,7.06,9.24,23,6,-119.5131,39.9513,0.409933123331295,0.000434077479318593,"LOG10(Weight, g)= LOG10(SVL, mm)*2.677-3.855, Feldman et al 2015","","Island rule","Yes",0.11385830078125,0.00724554214477539,11.3124732971191,726.707092285156,223.850006103516,0.2122453125,0.0186020446777344,9.62491607666016,768.85498046875,282.038391113281,0.211143872070313,0.0179106140136719,9.9531192779541,788.596496582031,257.839111328125,0.11385830078125,-2.08378078419851,11.3124732971191,2.86135939870334,2.34995711056098,NA,69.5801471698113,76.4482827586207,11.125016725719,7.43011961022111
