"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type"
"Iverson et al. 2004, Knapp et al. 2006","ES55","CC24","Andros","U cay","Reptiles","Squamata","Iguanidae","Cyclura cychlura","Cyclura cychlura cychlura","Cyclura cychlura inornata","Herbivorous","Female","Weight",3006,1564.1,1185,384.115,31,20,-0.653299712632724,0.00802852147326984,-76.8405,24.7424,3.47798897625089,-1.52287874528034,1.95665337801274,0.45156767578125,-1.34595034108832,25.6002769470215,2.39040426103747,3.05057307675515,"Conspecific","No island rule"
"Knapp et al. 2006","ES56","CC25","Andros","Leaf cay and U cay (Exuma islands)","Reptiles","Squamata","Iguanidae","Cyclura cychlura","Cyclura cychlura cychlura","Cyclura cychlura inornata","Herbivorous","Female","Weight",3006,1283,1185,413,31,57,-0.851409205697283,0.00683090063675009,-76.8364,24.747,3.47798897625089,-1.45593195564972,1.97772817678565,0.45156767578125,-1.34595034108832,25.6002769470215,2.39040426103747,3.05057307675515,"Conspecific","No island rule"
"Beovides-Casas and Mancina 2006, González-Rossell 2018","ES57","CC26","Cuba","Cayo Sijú","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","Herbivorous","Both","Weight",2250.00285694286,3118.18181818182,894.098526604818,1471.79256742321,175,44,0.326318595405619,0.00596567912633011,-83.519,21.9467,3.35218306955747,-0.0555173278498314,1.39795738010389,0.472665185546875,-1.46892890102341,25.9788475036621,2.30083200778941,3.11902483623718,"Conspecific","No island rule"
"González-Rossell 2018","ES58","CC27","Cuba","Cayo Alto","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","Herbivorous","Both","Weight",2250.00285694286,1600,894.098526604818,658.280900021665,175,10,-0.340927856722169,0.0178294317879506,-78.3129,22.308,3.35218306955747,-0.0514892311623429,1.03346396607741,0.128733251953125,-1.45210625366024,25.6619911193848,2.32357180071972,2.99740385108497,"Conspecific","No island rule"
"González-Rossell 2018","ES59","CC27","Cuba","Cayo Blanquizal","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","Herbivorous","Both","Weight",2250.00285694286,1542.004,894.098526604818,502.430251166767,175,25,-0.377848616796409,0.0051489245757525,-80.4312,23.1465,3.35218306955747,0.860876796403298,1.22404073862769,0.512438623046875,-1.68869961695012,25.3846130371094,2.3571795774307,3.11924597916644,"Conspecific","No island rule"
"González-Rossell 2018","ES60","CC27","Cuba","Cayo del Rosario","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","Herbivorous","Both","Weight",2250.00285694286,1341.23235294118,894.098526604818,516.631783903924,175,34,-0.517342628265088,0.00526623739606892,-81.8887,21.6294,3.35218306955747,1.26316246496222,1.75702383386835,0.298973876953125,-1.97110809222196,26.0964069366455,2.29508483687714,3.03858043566319,"Conspecific","No island rule"
"González-Rossell 2018","ES61","CC27","Cuba","Cayo Juan García","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","Herbivorous","Both","Weight",2250.00285694286,1889.62,894.098526604818,715.975127404625,175,30,-0.174555735312322,0.00568781416598709,-83.63,21.9856,3.35218306955747,0.155305666159626,1.30105170984523,0.498974169921875,-1.63854515900223,25.6170463562012,2.29648800415119,3.12287092286444,"Conspecific","No island rule"
"González-Rossell 2018","ES62","CC27","Cuba","Cayo Piedra del Obispo","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","Herbivorous","Both","Weight",2250.00285694286,1370,894.098526604818,334.190694774232,175,20,-0.496120746127871,0.00387754210582815,-80.2058,23.1099,3.35218306955747,0.688330818112266,1.33083974120847,0.51106064453125,-1.86635105670559,25.2350616455078,2.34702772769897,3.10088725485359,"Conspecific","No island rule"
"González-Rossell 2018","ES63","CC27","Cuba","Cayo Playa Larga","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","Herbivorous","Both","Weight",2250.00285694286,930.426086956522,894.098526604818,244.198512238397,175,23,-0.883044125707313,0.00389731594118955,-81.3546,22.0311,3.35218306955747,-1.15490195998574,0.748265572668741,0.213278369140625,-1.96555204666521,25.6739978790283,2.31651106995561,3.0305470995765,"Conspecific","No island rule"
"González-Rossell 2018","ES64","CC27","Cuba","Cayo Verde","Reptiles","Squamata","Iguanidae","Cyclura nubila","Cyclura nubila","Cyclura nubila nubila","Herbivorous","Both","Weight",2250.00285694286,1784.76086956522,894.098526604818,603.662408962712,175,23,-0.231647046340762,0.00587627032750894,-80.2269,23.1386,3.35218306955747,-0.131355561605174,1.38022933693804,0.51106064453125,-1.86635105670559,25.2350616455078,2.34702772769897,3.10088725485359,"Conspecific","No island rule"
"Peters 1960","ES65","CC28","Venezuela, the Guianas","Trinidad","Reptiles","Squamata","Dipsadidae","Dipsas variegata","Dipsas variegata variegata","Dipsas variegata trinitatis","Carnivorous","Unsexed","SVL",92.6312757858001,46.9598292385875,0.102408619203379,0.338532020769919,2,2,-0.679334296896521,2.65957491313946e-05,-61.246,10.431,1.96675764551438,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"Conspecific","No island rule"
"Shine 1981","ES66","CC29","Australia","Tasmania","Reptiles","Squamata","Elapidae","Drysdalia coronoides","Drysdalia coronoides","Drysdalia coronoides","Carnivorous","Both","SVL",13.3620477464867,18.5117936228874,1.81611886280894,2.29946990523843,80,79,0.325989591300104,0.000426228293545509,146.5,-42.1,1.12587301928107,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Conspecific","Island rule"
"Van Weenen 1995, Barwick 1965","ES67","CC30","South Australia","West","Reptiles","Squamata","Scincidae","Egernia cunninghami","Egernia cunninghami","Egernia cunninghami","Herbivorous","Unsexed","SVL",240.108255749433,119.431687075376,13.7719938204974,9.93531128599977,22,2,-0.698345335624297,0.00360968103752349,138.5917,-35.6083,2.38040709285495,-1,-0.0963674839157623,0.545438671875,-1.71553931745896,15.6720914840698,2.51318133405906,2.80106052984786,"Conspecific","No island rule"
"Hasegawa and Moriguchi 1989, Fukada 1978","ES68","CC31","Honshu (Kyoto)","Kozushima","Reptiles","Squamata","Colubridae","Elaphe climacophora","Elaphe climacophora","Elaphe climacophora","Carnivorous","Both","SVL",432.347646288837,347.065529592531,54.0609898981015,22.2469135623846,10,10,-0.219716393191127,0.00197439553858079,139.146,34.21,2.63583309900829,1.26670196688409,1.68215410527128,0.64825400390625,-1.81027878180743,16.8575305938721,2.7908118958869,3.38725631366199,"Conspecific","Island rule"
"Hasegawa and Moriguchi 1989, Fukada 1978","ES69","CC31","Honshu (Kyoto)","Niijima","Reptiles","Squamata","Colubridae","Elaphe climacophora","Elaphe climacophora","Elaphe climacophora","Carnivorous","Both","SVL",432.347646288837,515.148541902405,54.0609898981015,29.4835473156869,10,10,0.17522528855721,0.001891076812171,139.265,34.373,2.63583309900829,1.36172783601759,1.56821346159708,0.653934423828125,-1.97802925173508,16.8583812713623,2.79101858420132,3.37060560093815,"Conspecific","Island rule"
"Hasegawa and Moriguchi 1989, Fukada 1978","ES70","CC31","Honshu (Kyoto)","Oshima","Reptiles","Squamata","Colubridae","Elaphe climacophora","Elaphe climacophora","Elaphe climacophora","Carnivorous","Both","SVL",432.347646288837,485.015635392613,54.0609898981015,60.2187480631999,10,10,0.114951126943971,0.00310504400246345,139.4,34.734,2.63583309900829,1.95904139232109,1.36923441660683,0.596099267578125,-1.60206078654564,15.6709413528442,2.81783451408376,3.32045786891665,"Conspecific","Island rule"
"Tanaka and Ota 2002","ES71","CC32","Kyoto, Japan","Yakushima","Reptiles","Squamata","Colubridae","Elaphe quadrivirgata","Elaphe quadrivirgata","Elaphe quadrivirgata","Carnivorous","Both","SVL",211.520938161407,122.272919512942,94.2987365984619,19.1851449199208,2,67,-0.548068400524264,0.0997419626497386,130.588,30.3245,2.32535336404145,2.73239375982297,1.78533695453408,0.8206767578125,-1.78175472091836,14.5925016403198,2.79905935556105,3.51162806617604,"Conspecific","No island rule"
"Hasegawa and Moriguchi 1989, Tanaka 2011","ES72","CC33","Honshu (Shiga Prefecture)","Kozushima","Reptiles","Squamata","Colubridae","Elaphe quadrivirgata","Elaphe quadrivirgata","Elaphe quadrivirgata","Carnivorous","Both","SVL",183.866333128266,309.92748968438,25.2379397731817,43.6601124387004,91,20,0.52212932264921,0.00119929002188728,139.146,34.21,2.26450221496316,1.26670196688409,1.68215410527128,0.64825400390625,-1.81027878180743,16.8575305938721,2.7908118958869,3.38725631366199,"Conspecific","Island rule"
"Hasegawa and Moriguchi 1989, Tanaka 2011","ES73","CC33","Honshu (Shiga Prefecture)","Mikura","Reptiles","Squamata","Colubridae","Elaphe quadrivirgata","Elaphe quadrivirgata","Elaphe quadrivirgata","Carnivorous","Both","SVL",183.866333128266,260.645554769142,25.2379397731817,31.4058607998171,91,20,0.348952413436758,0.000932967022672359,139.601,33.874,2.26450221496316,1.31344537042641,2.0000043429231,0.449534619140625,-1.31979947862318,16.1684284210205,2.7597854286795,3.4345689040342,"Conspecific","Island rule"
"Hasegawa and Moriguchi 1989, Tanaka 2011","ES74","CC33","Honshu (Shiga Prefecture)","Niijima","Reptiles","Squamata","Colubridae","Elaphe quadrivirgata","Elaphe quadrivirgata","Elaphe quadrivirgata","Carnivorous","Both","SVL",183.866333128266,268.077227296253,25.2379397731817,49.3092343355754,91,20,0.377066057327291,0.0018986787344778,139.265,34.373,2.26450221496316,1.36172783601759,1.56821346159708,0.653934423828125,-1.97802925173508,16.8583812713623,2.79101858420132,3.37060560093815,"Conspecific","Island rule"
"Hasegawa and Moriguchi 1989, Tanaka 2011","ES75","CC33","Honshu (Shiga Prefecture)","Oshima","Reptiles","Squamata","Colubridae","Elaphe quadrivirgata","Elaphe quadrivirgata","Elaphe quadrivirgata","Carnivorous","Both","SVL",183.866333128266,79.5813345860556,25.2379397731817,26.2482558936141,91,20,-0.837429467997882,0.00564641204216851,139.4,34.734,2.26450221496316,1.95904139232109,1.36923441660683,0.596099267578125,-1.60206078654564,15.6709413528442,2.81783451408376,3.32045786891665,"Conspecific","Island rule"
"Hasegawa and Moriguchi 1989, Tanaka 2011","ES76","CC33","Honshu (Shiga Prefecture)","Tadanae","Reptiles","Squamata","Colubridae","Elaphe quadrivirgata","Elaphe quadrivirgata","Elaphe quadrivirgata","Carnivorous","Both","SVL",183.866333128266,573.70521699221,25.2379397731817,84.0660620233605,91,20,1.13790666192965,0.00128062219980937,139.191,34.207,2.26450221496316,-1.22184874961636,1.71601169537145,0.64825400390625,-1.81027878180743,16.8575305938721,2.7908118958869,3.38725631366199,"Conspecific","Island rule"
"Tanaka 2011","ES77","CC34","Honshu (Shiga Prefecture)","Yakushima","Reptiles","Squamata","Colubridae","Elaphe quadrivirgata","Elaphe quadrivirgata","Elaphe quadrivirgata","Carnivorous","Both","SVL",183.866333128266,149.789760731176,25.2379397731817,18.3390464654956,91,174,-0.204976327408633,0.000293190647946943,130.588,30.3245,2.26450221496316,2.73239375982297,1.78533695453408,0.8206767578125,-1.78175472091836,14.5925016403198,2.79905935556105,3.51162806617604,"Conspecific","Island rule"
"Tanaka 2011","ES78","CC34","Honshu (Shiga Prefecture)","Yakushima","Reptiles","Squamata","Colubridae","Elaphe quadrivirgata","Elaphe quadrivirgata","Elaphe quadrivirgata","Carnivorous","Both","Weight",208.438461538462,122.740229885057,88.7912699277616,41.6835469122272,91,174,-0.529573679274914,0.00265692009069304,130.588,30.3245,2.31897785902638,2.73239375982297,1.78533695453408,0.8206767578125,-1.78175472091836,14.5925016403198,2.79905935556105,3.51162806617604,"Conspecific","Island rule"
"Clark 1967","ES79","CC35","Euboia","Ios","Reptiles","Squamata","Colubridae","Elaphe quatuorlineata","Elaphe quatuorlineata","Elaphe quatuorlineata","Carnivorous","Both","SVL",336.125844939382,230.064576184381,41.1217391506582,8.92509945863706,13,2,-0.379125592816389,0.00190380217371186,25.293,36.724,2.52650190694441,2.03742649794062,2.16435583039399,0.344462817382813,-1.95155685093702,17.873664855957,2.70251065557723,2.65103559452107,"Conspecific","No island rule"
"Clark 1967","ES80","CC35","Euboia","Mykonos","Reptiles","Squamata","Colubridae","Elaphe quatuorlineata","Elaphe quatuorlineata","Elaphe quatuorlineata","Carnivorous","Both","SVL",336.125844939382,124.248151507677,41.1217391506582,22.6012218699027,13,2,-0.995204840686952,0.0176958315752652,25.353,37.4489,2.52650190694441,2.02201573981772,1.93450350115004,0.341194677734375,-2.00552450421944,17.7666034698486,2.72255831009832,2.63053972486253,"Conspecific","No island rule"
"Pearson et al. 2001, Shine 1981","ES81","CC36","Australia","Mondrain","Reptiles","Squamata","Elapidae","Elapognathus coronatus","Elapognathus coronatus","Elapognathus coronatus","Carnivorous","","SVL",17.8429650866072,36.9530545288966,2.76066132433882,5.13096471490787,133,48,0.728038992776438,0.00058164449762807,122.246,-34.135,1.25146702569881,0.901458321396112,1.0277979433503,0.46566748046875,-1.58594712187249,16.2418060302734,2.40115425349094,2.87909587950007,"Conspecific","No island rule"
"Sparkman et al 2018","ES82","CC37","Baja California","Santa Cruz","Reptiles","Squamata","Anguidae","Elgaria multicarinata","Elgaria multicarinata","Elgaria multicarinata multicarinata","Carnivorous","Both","SVL",26.6878197816187,14.0059071188018,3.43966249578409,0.989943790989656,13,47,-0.644728095684347,0.00138408978220272,-119.741,33.997,1.42631309624958,2.46834733041216,1.48573561887981,0.38126806640625,-1.84228073835755,15.2632083892822,2.37044672609679,2.59439255037543,"Conspecific","Island rule"
"Sparkman et al 2018","ES83","CC37","Baja California","Santa Rosa","Reptiles","Squamata","Anguidae","Elgaria multicarinata","Elgaria multicarinata","Elgaria multicarinata multicarinata","Carnivorous","Both","SVL",26.6878197816187,10.9555507782249,3.43966249578409,1.43916158985832,13,52,-0.890361025158861,0.00160965196395279,-120.098,33.965,1.42631309624958,2.33645973384853,1.63949645003697,0.36104130859375,-1.56896166036996,14.5585317611694,2.32997568768546,2.61208418134256,"Conspecific","Island rule"
"Alcala and Brown 1967, Goldberg and Grismer 2017","ES84","CC38","Malay Peninsula","Negros ","Reptiles","Squamata","Scincidae","Emoia atrocostata","Emoia atrocostata","Emoia atrocostata","Carnivorous","Both","SVL",9.88264725728719,16.1513843328756,0.757708803835403,0.557252573590632,16,35,0.491225346310116,0.00040140988825619,123.011,9.947,0.994873294307776,4.13576851456782,1.64346254670316,0.6656943359375,-1.55967884465448,26.835277557373,1.89439568696275,3.23713956028237,"Conspecific","No island rule"
"Zuffi et al 2006","ES85","CC39","Italy","Corsica","Reptiles","Testudines","Emydidae","Emys orbicularis","Emys orbicularis","Emys orbicularis","Omnivorous","Both","SCL",354.303276858196,355.684481752411,37.9655243395756,29.565134735074,519,32,0.00389079000273466,0.000238037427195411,9.12,42.1,2.54937516902765,3.93856975622106,1.90417978339357,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,"Conspecific","No island rule"
"Zuffi et al 2006","ES86","CC39","Italy","Sardinia","Reptiles","Testudines","Emydidae","Emys orbicularis","Emys orbicularis","Emys orbicularis","Omnivorous","Both","SCL",354.303276858196,249.522943826942,37.9655243395756,28.135807308798,519,7,-0.350602390462437,0.00183847476024864,9.034,40.029,2.54937516902765,4.37717871299024,2.33041580275792,0.58357021484375,-1.73602243300022,14.6707763671875,2.7816091878622,2.79781594063974,"Conspecific","No island rule"
"Delaugerre and Dubois 1985","ES87","CC40","Tuscany, Italy","Corsica","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","Carnivorous","Both","SVL",1.23489167897312,1.35346179284673,0.111518669144814,0.0579257288553312,11,77,0.0916823443637944,0.000765174746277365,9.12,42.1,0.0916288642455357,3.93856975622106,1.90417978339357,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,"Conspecific","Island rule"
"Delaugerre and Dubois 1985","ES88","CC41","Corsica (Scandola)","Porri","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","Carnivorous","Both","SVL",1.28402465270253,1.74501298104973,0.0820798248700868,0.137775624394737,28,27,0.306762589616164,0.000376816501966648,8.582,42.3862,0.10857336207387,-2.48148606012211,-0.79317412396815,0.520206982421875,-1.90405350609711,16.0482349395752,2.71227535686023,2.87710056427913,"Conspecific","Island rule"
"Delaugerre and Dubois 1985","ES89","CC40","Tuscany, Italy","Sardinia","Reptiles","Squamata","Gekkonidae","Euleptes europaea","Phyllodactylus europaeus","Phyllodactylus europaeus","Carnivorous","Both","SVL",1.23489167897312,1.21495389304165,0.111518669144814,0.0602839988645647,11,24,-0.0162771289411504,0.000843969115092885,9.034,40.029,0.0916288642455357,4.37717871299024,2.33041580275792,0.58357021484375,-1.73602243300022,14.6707763671875,2.7816091878622,2.79781594063974,"Conspecific","Island rule"
